"","ID","NoAuthors","NoCollaborations","Origin.Country","Int.Collab","Countries","journal"
"502","24529372",15,8,"Japan",1,"Japan","cell"
"503","24529371",6,5,"USA",1,"USA","cell"
"504","24529370",2,2,"USA",1,"USA","cell"
"505","24529369",3,2,"USA",1,"USA","cell"
"506","24529368",2,2,"Switzerland",1,"Switzerland","cell"
"507","24529367",1,1,"USA",1,"USA","cell"
"508","24507937",5,3,"USA",1,"USA","cell"
"509","24486105",14,10,"USA",2,"USA,China","cell"
"510","24486104",28,8,"China",1,"China","cell"
"511","24485463",8,7,"USA",1,"USA","cell"
"512","24485462",18,7,"Germany",3,"Germany,USA,Netherlands","cell"
"513","24485461",12,6,"Spain",3,"Spain,Netherlands,UK","cell"
"514","24485460",17,8,"USA",2,"USA,Italy","cell"
"515","24485459",4,2,"Switzerland",1,"Switzerland","cell"
"516","24485458",6,4,"USA",1,"USA","cell"
"517","24485457",5,3,"France",1,"France","cell"
"518","24485456",9,7,"USA",1,"USA","cell"
"519","24485455",4,3,"Germany",1,"Germany","cell"
"520","24485454",25,13,"Germany",3,"Germany,Belgium,USA","cell"
"521","24485453",10,7,"USA",1,"USA","cell"
"522","24485452",13,3,"USA",1,"USA","cell"
"523","24485451",2,2,"USA",1,"USA","cell"
"524","24485450",4,4,"USA",2,"USA,Spain","cell"
"525","24485449",2,2,"USA",1,"USA","cell"
"526","24485448",2,2,"USA",1,"USA","cell"
"527","24485447",2,2,"France",2,"France,USA","cell"
"528","24485446",2,2,"Italy",2,"Italy,Czech Republic","cell"
"529","24462248",14,5,"Germany",2,"Germany,USA","cell"
"530","24462247",8,6,"USA",3,"USA,UK,Germany","cell"
"531","24440334",7,6,"USA",1,"USA","cell"
"532","24439388",5,2,"USA",1,"USA","cell"
"533","24439387",195,22,"Germany",4,"Germany,Norway,Sweden,USA","cell"
"534","24439386",8,2,"UK",1,"UK","cell"
"535","24439385",15,7,"USA",1,"USA","cell"
"536","24439384",22,10,"USA",2,"USA,Italy","cell"
"537","24439383",8,4,"Spain",1,"Spain","cell"
"538","24439382",12,8,"Germany",3,"Germany,UK,Netherlands","cell"
"539","24439381",17,7,"USA",1,"USA","cell"
"540","24439380",2,2,"USA",1,"USA","cell"
"541","24439379",2,2,"USA",1,"USA","cell"
"542","24439378",8,4,"USA",1,"USA","cell"
"543","24439377",5,3,"USA",1,"USA","cell"
"544","24439376",10,4,"USA",2,"USA,Germany","cell"
"545","24439375",8,5,"USA",1,"USA","cell"
"546","24439374",13,8,"USA",3,"USA,Sweden,Germany","cell"
"547","24439373",10,6,"USA",2,"USA,Georgia","cell"
"548","24439372",4,4,"USA",1,"USA","cell"
"549","24439371",11,4,"Israel",3,"Israel,USA,Singapore","cell"
"550","24439370",11,5,"UK",2,"UK,Germany","cell"
"551","24439369",2,2,"USA",1,"USA","cell"
"552","24439368",2,2,"Israel",2,"Israel,USA","cell"
"553","24439367",1,1,"USA",1,"USA","cell"
"554","24439366",1,1,"USA",1,"USA","cell"
"555","24439365",2,2,"USA",1,"USA","cell"
"556","24412651",8,4,"France",3,"France,Sweden,Denmark","cell"
"557","24412650",10,5,"France",2,"France,Germany","cell"
"558","24361105",6,4,"Korea",2,"Korea,USA","cell"
"559","24361104",6,5,"USA",1,"USA","cell"
"560","25538220",8,3,"UK",2,"UK,USA","embo j"
"561","25535248",20,11,"USA",2,"USA,India","embo j"
"562","25535246",16,9,"UK",5,"UK,France,USA,Singapore,Germany","embo j"
"563","25535245",18,9,"Germany",2,"Germany,UK","embo j"
"564","25527293",16,8,"USA",2,"USA,China","embo j"
"565","25527292",7,3,"Germany",1,"Germany","embo j"
"566","25527291",10,2,"UK",1,"UK","embo j"
"567","25519956",16,5,"China",1,"China","embo j"
"568","25519955",9,5,"USA",1,"USA","embo j"
"569","25515659",7,5,"Greece",3,"Greece,Japan,USA","embo j"
"570","25510864",18,6,"Germany",2,"Germany,Netherlands","embo j"
"571","25502457",2,2,"USA",2,"USA,Netherlands","embo j"
"572","25502456",2,1,"Norway",1,"Norway","embo j"
"573","25492883",2,1,"Israel",1,"Israel","embo j"
"574","25476451",2,2,"USA",1,"USA","embo j"
"575","25476450",12,7,"Turkey",3,"Turkey,Germany,USA","embo j"
"576","25476449",21,9,"Italy",1,"Italy","embo j"
"577","25471072",4,3,"UK",1,"UK","embo j"
"578","25468960",7,4,"Japan",1,"Japan","embo j"
"579","25452498",9,3,"Israel",2,"Israel,USA","embo j"
"580","25452497",4,2,"Spain",1,"Spain","embo j"
"581","25452496",6,5,"Taiwan",2,"Taiwan,Germany","embo j"
"582","25433031",5,4,"USA",2,"USA,UK","embo j"
"583","25430741",22,16,"Sweden",6,"Sweden,France,UK,Hungary,Germany,Austria","embo j"
"584","25425577",15,8,"USA",3,"USA,Georgia,Finland","embo j"
"585","25425575",10,4,"Germany",1,"Germany","embo j"
"586","25425574",7,3,"USA",1,"USA","embo j"
"587","25425573",5,2,"Canada",1,"Canada","embo j"
"588","25398911",5,3,"USA",1,"USA","embo j"
"589","25398910",15,9,"Finland",3,"Finland,Belgium,Sweden","embo j"
"590","25398909",7,4,"Switzerland",2,"Switzerland,Italy","embo j"
"591","25391662",12,7,"USA",2,"USA,Canada","embo j"
"592","25388951",6,2,"USA",1,"USA","embo j"
"593","25385836",10,6,"Israel",2,"Israel,Italy","embo j"
"594","25385835",5,3,"Japan",1,"Japan","embo j"
"595","25378478",10,6,"Austria",3,"Austria,Germany,USA","embo j"
"596","25378477",11,7,"Germany",3,"Germany,UK,Switzerland","embo j"
"597","25371407",6,4,"UK",2,"UK,Switzerland","embo j"
"598","25361606",10,7,"USA",1,"USA","embo j"
"599","25361605",13,5,"UK",2,"UK,Saudi Arabia","embo j"
"600","25354954",16,10,"Germany",1,"Germany","embo j"
"601","25349192",6,5,"Switzerland",3,"Switzerland,Netherlands,USA","embo j"
"602","25349191",6,2,"Germany",1,"Germany","embo j"
"603","25349190",14,7,"USA",1,"USA","embo j"
"604","25319415",15,9,"Australia",2,"Australia,Japan","embo j"
"605","25319414",7,4,"Germany",2,"Germany,UK","embo j"
"606","25319413",10,6,"Switzerland",1,"Switzerland","embo j"
"607","25316028",2,2,"USA",1,"USA","embo j"
"608","25298397",11,4,"Germany",3,"Germany,USA,UK","embo j"
"609","25298396",13,5,"Canada",1,"Canada","embo j"
"610","25298395",9,5,"Germany",2,"Germany,Belgium","embo j"
"611","25293574",14,6,"France",2,"France,Germany","embo j"
"612","25271255",2,2,"USA",1,"USA","embo j"
"613","25271254",6,4,"UK",2,"UK,Switzerland","embo j"
"614","25266476",2,2,"Spain",1,"Spain","embo j"
"615","25260751",6,3,"UK",2,"UK,USA","embo j"
"616","25257310",5,3,"UK",1,"UK","embo j"
"617","25257309",10,4,"Austria",2,"Austria,Germany","embo j"
"618","25246515",2,2,"Japan",1,"Japan","embo j"
"619","25239945",7,3,"Germany",1,"Germany","embo j"
"620","25230933",10,6,"USA",2,"USA,Germany","embo j"
"621","25230932",1,1,"Netherlands",1,"Netherlands","embo j"
"622","25225613",2,2,"Germany",1,"Germany","embo j"
"623","25225612",2,2,"Germany",1,"Germany","embo j"
"624","25216680",8,4,"Czech Republic",1,"Czech Republic","embo j"
"625","25216679",4,3,"USA",1,"USA","embo j"
"626","25216678",11,5,"Canada",2,"Canada,USA","embo j"
"627","25216677",9,4,"France",1,"France","embo j"
"628","25216676",2,2,"Germany",1,"Germany","embo j"
"629","25205676",5,3,"Germany",1,"Germany","embo j"
"630","25201882",13,5,"USA",2,"USA,China","embo j"
"631","25193968",7,5,"Netherlands",2,"Netherlands,USA","embo j"
"632","25190518",8,5,"UK",2,"UK,France","embo j"
"633","25190516",10,6,"Switzerland",3,"Switzerland,Germany,Singapore","embo j"
"634","25180233",2,1,"USA",1,"USA","embo j"
"635","25180232",9,5,"France",2,"France,Japan","embo j"
"636","25180231",15,8,"France",2,"France,Netherlands","embo j"
"637","25180230",8,5,"UK",1,"UK","embo j"
"638","25180229",2,1,"USA",1,"USA","embo j"
"639","25180228",7,6,"Singapore",3,"Singapore,USA,Denmark","embo j"
"640","25168639",9,4,"Italy",1,"Italy","embo j"
"641","25154606",2,1,"USA",1,"USA","embo j"
"642","25149904",2,1,"France",1,"France","embo j"
"643","25147362",11,7,"Spain",3,"Spain,Switzerland,Chile","embo j"
"644","25124681",8,4,"France",1,"France","embo j"
"645","25107474",11,7,"Japan",2,"Japan,France","embo j"
"646","25107473",4,2,"Canada",1,"Canada","embo j"
"647","25107472",10,5,"Korea",2,"Korea,USA","embo j"
"648","25107471",7,5,"China",2,"China,USA","embo j"
"649","25104823",2,1,"UK",1,"UK","embo j"
"650","25100735",6,4,"USA",2,"USA,Italy","embo j"
"651","25097251",8,3,"Germany",1,"Germany","embo j"
"652","25092767",7,2,"Netherlands",1,"Netherlands","embo j"
"653","25092766",3,3,"USA",2,"USA,UK","embo j"
"654","25092765",15,10,"Austria",5,"Austria,Germany,Hanover,Canada,Japan","embo j"
"655","25085430",6,3,"UK",2,"UK,Spain","embo j"
"656","25082542",12,6,"Germany",1,"Germany","embo j"
"657","25069772",18,6,"Australia",1,"Australia","embo j"
"658","25063677",13,5,"USA",1,"USA","embo j"
"659","25063675",7,4,"USA",1,"USA","embo j"
"660","25063674",3,2,"Italy",1,"Italy","embo j"
"661","25063673",25,11,"UK",4,"UK,France,Germany,USA","embo j"
"662","25061227",17,9,"Japan",2,"Japan,China","embo j"
"663","25061226",2,2,"USA",1,"USA","embo j"
"664","25056906",24,11,"Germany",4,"Germany,Switzerland,Austria,UK","embo j"
"665","25024437",8,4,"USA",1,"USA","embo j"
"666","25024436",11,5,"USA",1,"USA","embo j"
"667","25024434",17,6,"Germany",2,"Germany,USA","embo j"
"668","25024433",10,6,"Australia",3,"Australia,Japan,France","embo j"
"669","25009246",6,2,"Canada",1,"Canada","embo j"
"670","25001178",8,7,"Germany",1,"Germany","embo j"
"671","24996901",3,2,"Switzerland",1,"Switzerland","embo j"
"672","24986882",8,3,"Austria",1,"Austria","embo j"
"673","24986881",9,4,"Israel",1,"Israel","embo j"
"674","24986880",5,4,"UK",1,"UK","embo j"
"675","24975362",9,4,"Germany",2,"Germany,Hungary","embo j"
"676","24970844",12,5,"Denmark",3,"Denmark,USA,Austria","embo j"
"677","24966277",5,3,"USA",1,"USA","embo j"
"678","24963146",9,7,"France",3,"France,Israel,Croatia","embo j"
"679","24957527",9,4,"Germany",2,"Germany,United Arab Emirates","embo j"
"680","24952894",17,9,"UK",1,"UK","embo j"
"681","24942160",9,5,"Germany",1,"Germany","embo j"
"682","24935946",5,4,"Croatia",2,"Croatia,France","embo j"
"683","24920580",22,9,"Japan",1,"Japan","embo j"
"684","24920579",8,7,"UK",1,"UK","embo j"
"685","24916307",14,7,"France",3,"France,USA,Canada","embo j"
"686","24902738",12,7,"Denmark",4,"Denmark,Netherlands,Germany,USA","embo j"
"687","24894551",3,2,"Germany",1,"Germany","embo j"
"688","24872509",11,3,"UK",1,"UK","embo j"
"689","24867813",2,2,"Israel",1,"Israel","embo j"
"690","24864127",2,2,"France",1,"France","embo j"
"691","24859967",4,2,"Spain",1,"Spain","embo j"
"692","24843046",14,6,"UK",4,"UK,Sweden,Canada,USA","embo j"
"693","24843045",5,3,"Italy",2,"Italy,France","embo j"
"694","24843044",12,3,"Canada",1,"Canada","embo j"
"695","24843043",8,6,"USA",1,"USA","embo j"
"696","24837709",19,6,"UK",3,"UK,Portugal,Norway","embo j"
"697","24829209",6,5,"China",1,"China","embo j"
"698","24825349",3,2,"Belgium",1,"Belgium","embo j"
"699","24825348",13,6,"USA",3,"USA,Israel,Australia","embo j"
"700","24825347",13,6,"USA",1,"USA","embo j"
"701","24811750",2,2,"USA",1,"USA","embo j"
"702","24811749",11,3,"USA",1,"USA","embo j"
"703","24802670",8,3,"Singapore",1,"Singapore","embo j"
"704","24797475",6,3,"Japan",2,"Japan,Sweden","embo j"
"705","24797474",3,2,"Germany",1,"Germany","embo j"
"706","24797473",4,4,"Japan",1,"Japan","embo j"
"707","24788411",2,2,"Germany",1,"Germany","embo j"
"708","24788410",1,1,"USA",1,"USA","embo j"
"709","24788409",8,5,"UK",2,"UK,Canada","embo j"
"710","24781523",5,3,"Germany",1,"Germany","embo j"
"711","24778453",2,2,"USA",1,"USA","embo j"
"712","24769394",15,8,"China",1,"China","embo j"
"713","24760698",10,3,"UK",1,"UK","embo j"
"714","24737868",4,2,"France",1,"France","embo j"
"715","24733842",4,2,"USA",1,"USA","embo j"
"716","24733841",8,1,"Korea",1,"Korea","embo j"
"717","24719208",1,1,"Singapore",1,"Singapore","embo j"
"718","24719207",1,1,"Germany",1,"Germany","embo j"
"719","24714560",5,1,"USA",1,"USA","embo j"
"720","24711517",2,1,"USA",1,"USA","embo j"
"721","24711516",2,1,"USA",1,"USA","embo j"
"722","24705786",11,1,"USA",1,"USA","embo j"
"723","24705785",9,6,"USA",2,"USA,Italy","embo j"
"724","24686316",2,2,"Germany",1,"Germany","embo j"
"725","24681487",11,1,"Germany",1,"Germany","embo j"
"726","24674969",3,3,"USA",2,"USA,France","embo j"
"727","24674968",1,1,"Germany",1,"Germany","embo j"
"728","24674967",8,1,"USA",1,"USA","embo j"
"729","24668229",3,1,"USA",1,"USA","embo j"
"730","24668228",2,1,"Netherlands",1,"Netherlands","embo j"
"731","24639555",2,1,"USA",1,"USA","embo j"
"732","24631837",2,1,"Italy",1,"Italy","embo j"
"733","24619002",2,1,"USA",1,"USA","embo j"
"734","24619001",1,1,"USA",1,"USA","embo j"
"735","24619000",2,1,"USA",1,"USA","embo j"
"736","24614228",4,1,"Germany",1,"Germany","embo j"
"737","24614227",6,1,"Germany",1,"Germany","embo j"
"738","24599308",2,1,"USA",1,"USA","embo j"
"739","24596251",14,1,"USA",1,"USA","embo j"
"740","24596250",4,1,"Sweden",1,"Sweden","embo j"
"741","24596249",8,1,"USA",1,"USA","embo j"
"742","24596248",1,1,"Germany",1,"Germany","embo j"
"743","24596247",11,6,"Spain",1,"Spain","embo j"
"744","24591565",11,1,"France",1,"France","embo j"
"745","24591564",4,1,"USA",1,"USA","embo j"
"746","24569501",3,1,"Spain",1,"Spain","embo j"
"747","24566989",6,1,"UK",1,"UK","embo j"
"748","24566988",3,1,"USA",1,"USA","embo j"
"749","24562387",3,1,"USA",1,"USA","embo j"
"750","24562386",7,1,"Japan",1,"Japan","embo j"
"751","24550258",7,1,"Germany",1,"Germany","embo j"
"752","24534091",9,1,"USA",1,"USA","embo j"
"753","24534090",7,1,"UK",1,"UK","embo j"
"754","24521670",8,1,"Spain",1,"Spain","embo j"
"755","24521669",2,1,"Denmark",1,"Denmark","embo j"
"756","24521668",8,1,"France",1,"France","embo j"
"757","24514027",8,1,"China",1,"China","embo j"
"758","24514026",13,1,"UK",1,"UK","embo j"
"759","24510915",9,1,"USA",1,"USA","embo j"
"760","24502978",11,1,"Spain",1,"Spain","embo j"
"761","24502977",5,1,"Spain",1,"Spain","embo j"
"762","24502975",5,1,"USA",1,"USA","embo j"
"763","24502974",2,1,"USA",1,"USA","embo j"
"764","24500035",4,1,"Japan",1,"Japan","embo j"
"765","24497554",15,1,"USA",1,"USA","embo j"
"766","24497553",2,1,"UK",1,"UK","embo j"
"767","24493214",11,1,"USA",1,"USA","embo j"
"768","24488179",8,1,"UK",1,"UK","embo j"
"769","24488111",4,1,"USA",1,"USA","embo j"
"770","24480479",13,1,"France",1,"France","embo j"
"771","24480478",2,1,"USA",1,"USA","embo j"
"772","24480477",2,1,"Netherlands",1,"Netherlands","embo j"
"773","24473149",7,1,"Germany",1,"Germany","embo j"
"774","24473148",11,1,"Italy",1,"Italy","embo j"
"775","24473147",2,1,"Germany",1,"Germany","embo j"
"776","24469251",13,1,"Sweden",1,"Sweden","embo j"
"777","24451200",6,1,"Finland",1,"Finland","embo j"
"778","24446487",12,1,"USA",1,"USA","embo j"
"779","24446486",5,1,"Canada",1,"Canada","embo j"
"780","24442639",12,1,"Korea",1,"Korea","embo j"
"781","24442637",2,1,"Germany",1,"Germany","embo j"
"782","24442636",8,1,"Germany",1,"Germany","embo j"
"783","24442635",11,1,"Germany",1,"Germany","embo j"
"784","24434184",11,1,"Austria",1,"Austria","embo j"
"785","24431222",15,1,"India",1,"India","embo j"
"786","24431221",15,1,"USA",1,"USA","embo j"
"787","24424461",4,1,"France",1,"France","embo j"
"788","24421325",6,1,"Spain",1,"Spain","embo j"
"789","24421324",8,1,"France",1,"France","embo j"
"790","24421323",1,1,"USA",1,"USA","embo j"
"791","24421322",1,1,"USA",1,"USA","embo j"
"792","24413018",14,1,"Germany",1,"Germany","embo j"
"793","24413017",5,1,"Netherlands",1,"Netherlands","embo j"
"794","24366945",11,1,"China",1,"China","embo j"
"795","24366944",4,1,"France",1,"France","embo j"
"796","24363142",2,1,"USA",1,"USA","embo j"
"797","24363141",2,1,"USA",1,"USA","embo j"
"798","24357634",4,1,"USA",1,"USA","embo j"
"799","24357619",6,1,"USA",1,"USA","embo j"
"800","24357608",8,1,"Germany",1,"Germany","embo j"
"801","24357599",6,1,"UK",1,"UK","embo j"
"802","24357581",11,1,"Germany",1,"Germany","embo j"
"803","24357557",5,1,"Italy",1,"Italy","embo j"
"804","24357543",2,1,"Israel",1,"Israel","embo j"
"805","24357531",3,1,"Germany",1,"Germany","embo j"
"806","25557551",10,5,"USA",3,"USA,China,Japan","mol cell"
"807","25557550",6,2,"USA",1,"USA","mol cell"
"808","25557549",10,5,"USA",1,"USA","mol cell"
"809","25557548",6,4,"USA",2,"USA,Germany","mol cell"
"810","25557547",17,8,"Korea",3,"Korea,Germany,Japan","mol cell"
"811","25557546",10,5,"Denmark",2,"Denmark,UK","mol cell"
"812","25544564",7,4,"USA",1,"USA","mol cell"
"813","25544563",16,8,"USA",1,"USA","mol cell"
"814","25544562",10,5,"USA",2,"USA,Canada","mol cell"
"815","25544561",9,3,"USA",1,"USA","mol cell"
"816","25544560",21,7,"USA",2,"USA,Spain","mol cell"
"817","25544559",11,6,"USA",1,"USA","mol cell"
"818","25533188",11,6,"France",3,"France,UK,Japan","mol cell"
"819","25533187",7,5,"USA",2,"USA,Korea","mol cell"
"820","25533186",13,7,"Switzerland",3,"Switzerland,Netherlands,USA","mol cell"
"821","25533185",8,5,"USA",1,"USA","mol cell"
"822","25526531",13,7,"China",2,"China,USA","mol cell"
"823","25526530",2,2,"France",1,"France","mol cell"
"824","25526529",3,2,"USA",1,"USA","mol cell"
"825","25514182",10,6,"Germany",2,"Germany,UK","mol cell"
"826","25514181",2,2,"USA",1,"USA","mol cell"
"827","25514180",3,3,"UK",1,"UK","mol cell"
"828","25514179",2,2,"Germany",1,"Germany","mol cell"
"829","25498145",17,7,"Germany",6,"Germany,France,New Zealand,UK,Japan,Croatia","mol cell"
"830","25498144",17,8,"USA",2,"USA,Georgia","mol cell"
"831","25498143",5,4,"USA",2,"USA,UK","mol cell"
"832","25482511",22,11,"USA",2,"USA,Belgium","mol cell"
"833","25482510",4,2,"Spain",1,"Spain","mol cell"
"834","25482509",12,11,"USA",1,"USA","mol cell"
"835","25482508",3,2,"Spain",1,"Spain","mol cell"
"836","25479637",8,4,"France",2,"France,Germany","mol cell"
"837","25479636",2,2,"Japan",1,"Japan","mol cell"
"838","25479635",2,2,"USA",1,"USA","mol cell"
"839","25479634",2,2,"USA",1,"USA","mol cell"
"840","25459880",30,8,"USA",1,"USA","mol cell"
"841","25459879",2,2,"USA",1,"USA","mol cell"
"842","25459878",1,1,"USA",1,"USA","mol cell"
"843","25459877",1,1,"Canada",1,"Canada","mol cell"
"844","25458846",6,3,"Israel",2,"Israel,USA","mol cell"
"845","25458845",8,5,"Lithuania",3,"Lithuania,UK,France","mol cell"
"846","25458844",6,4,"Germany",2,"Germany,Switzerland","mol cell"
"847","25458843",8,4,"USA",1,"USA","mol cell"
"848","25458842",13,6,"USA",1,"USA","mol cell"
"849","25458841",10,4,"USA",1,"USA","mol cell"
"850","25457167",13,7,"France",3,"France,Germany,UK","mol cell"
"851","25457166",11,5,"UK",2,"UK,China","mol cell"
"852","25457165",21,14,"Netherlands",4,"Netherlands,USA,Germany,Japan","mol cell"
"853","25457164",6,3,"USA",1,"USA","mol cell"
"854","25454948",12,4,"Korea",2,"Korea,USA","mol cell"
"855","25454947",13,7,"Germany",2,"Germany,Israel","mol cell"
"856","25454946",13,8,"Italy",1,"Italy","mol cell"
"857","25454945",13,6,"China",2,"China,USA","mol cell"
"858","25454944",14,7,"Germany",3,"Germany,France,Poland","mol cell"
"859","25453762",3,2,"USA",1,"USA","mol cell"
"860","25453761",13,8,"France",2,"France,Germany","mol cell"
"861","25453760",7,4,"Israel",2,"Israel,USA","mol cell"
"862","25453759",7,6,"USA",2,"USA,Japan","mol cell"
"863","25449133",9,5,"USA",2,"USA,Sweden","mol cell"
"864","25449132",3,3,"USA",1,"USA","mol cell"
"865","25439736",11,5,"USA",2,"USA,Netherlands","mol cell"
"866","25435140",6,3,"USA",2,"USA,Spain","mol cell"
"867","25435139",3,3,"Georgia",1,"Georgia","mol cell"
"868","25435138",18,7,"USA",1,"USA","mol cell"
"869","25435137",12,2,"USA",2,"USA,UK","mol cell"
"870","25373540",10,6,"USA",2,"USA,Egypt","mol cell"
"871","25306923",20,9,"USA",3,"USA,Austria,Germany","mol cell"
"872","25306922",9,6,"USA",2,"USA,Japan","mol cell"
"873","25306921",12,6,"UK",2,"UK,Denmark","mol cell"
"874","25306920",3,3,"USA",1,"USA","mol cell"
"875","25306919",18,11,"USA",3,"USA,Russia,Germany","mol cell"
"876","25306918",5,2,"USA",1,"USA","mol cell"
"877","25306253",7,4,"Germany",2,"Germany,USA","mol cell"
"878","25284223",12,4,"USA",1,"USA","mol cell"
"879","25284222",14,6,"USA",1,"USA","mol cell"
"880","25280105",9,8,"Japan",3,"Japan,Canada,Germany","mol cell"
"881","25280104",3,3,"Japan",1,"Japan","mol cell"
"882","25280103",8,3,"Germany",1,"Germany","mol cell"
"883","25280102",2,2,"USA",1,"USA","mol cell"
"884","25280101",1,1,"USA",1,"USA","mol cell"
"885","25280100",2,2,"USA",1,"USA","mol cell"
"886","25280099",1,1,"USA",1,"USA","mol cell"
"887","25280098",2,2,"Germany",1,"Germany","mol cell"
"888","25263597",11,5,"USA",2,"USA,Poland","mol cell"
"889","25263596",16,5,"USA",2,"USA,China","mol cell"
"890","25263595",16,8,"USA",2,"USA,China","mol cell"
"891","25263594",20,9,"China",2,"China,USA","mol cell"
"892","25263593",10,7,"USA",3,"USA,Singapore,Korea","mol cell"
"893","25263592",6,4,"USA",1,"USA","mol cell"
"894","25242146",20,11,"UK",5,"UK,Australia,Italy,China,Spain","mol cell"
"895","25242145",15,10,"USA",1,"USA","mol cell"
"896","25242144",10,4,"Israel",2,"Israel,Germany","mol cell"
"897","25242143",4,2,"USA",1,"USA","mol cell"
"898","25242142",9,8,"Germany",2,"Germany,USA","mol cell"
"899","25240402",14,7,"USA",1,"USA","mol cell"
"900","25238194",1,1,"USA",1,"USA","mol cell"
"901","25238193",2,2,"Spain",1,"Spain","mol cell"
"902","25219501",8,7,"Chile",2,"Chile,USA","mol cell"
"903","25219500",4,4,"USA",1,"USA","mol cell"
"904","25219499",4,2,"USA",1,"USA","mol cell"
"905","25219498",15,5,"Korea",2,"Korea,Japan","mol cell"
